fund,publishAt,positive,negative
駿利亨德森資產管理基金 - 駿利亨德森平衡基金 ,2022-02-28,0,0
駿利亨德森資產管理基金 - 駿利亨德森平衡基金 ,2022-03-01,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-08-25,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-08-30,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-08-31,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-03,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-04,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-07,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-15,9,12
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-20,12,13
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-23,4,10
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-29,12,8
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-09-30,31,3
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-01,31,16
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-02,5,6
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-05,10,32
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-06,25,21
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-07,23,4
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-08,1,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-11,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-12,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-14,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-15,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-19,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-20,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-27,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-28,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-10-29,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-03,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-04,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-05,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-06,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-08,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-10,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-16,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-17,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-18,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-19,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-20,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-23,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-26,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-27,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-29,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-11-30,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-01,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-03,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-06,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-07,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-08,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-09,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-13,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-14,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-15,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-16,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-17,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-18,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-19,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-20,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-21,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-22,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-23,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-24,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-27,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-28,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-30,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2021-12-31,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-03,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-05,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-09,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-10,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-12,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-13,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-14,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-19,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-20,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-22,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-24,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-25,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-01-28,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-05,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-07,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-08,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-10,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-14,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-23,0,0
駿利亨德森資產管理基金 - 駿利亨德森靈活入息基金 ,2022-02-26,0,0
駿利亨德森環球研究基金,2021-08-19,0,0
駿利亨德森環球研究基金,2021-08-20,0,0
駿利亨德森環球研究基金,2021-08-21,0,0
駿利亨德森環球研究基金,2021-08-23,0,0
駿利亨德森環球研究基金,2021-08-24,0,0
駿利亨德森環球研究基金,2021-08-25,0,0
駿利亨德森環球研究基金,2021-08-26,0,0
駿利亨德森環球研究基金,2021-08-27,0,2
駿利亨德森環球研究基金,2021-08-28,0,0
駿利亨德森環球研究基金,2021-08-30,0,0
駿利亨德森環球研究基金,2021-08-31,0,0
駿利亨德森環球研究基金,2021-09-01,0,0
駿利亨德森環球研究基金,2021-09-02,0,0
駿利亨德森環球研究基金,2021-09-03,0,0
駿利亨德森環球研究基金,2021-09-04,0,0
駿利亨德森環球研究基金,2021-09-06,0,0
駿利亨德森環球研究基金,2021-09-07,7,1
駿利亨德森環球研究基金,2021-09-08,24,5
駿利亨德森環球研究基金,2021-09-09,10,6
駿利亨德森環球研究基金,2021-09-10,32,23
駿利亨德森環球研究基金,2021-09-11,5,0
駿利亨德森環球研究基金,2021-09-13,16,8
駿利亨德森環球研究基金,2021-09-14,0,0
駿利亨德森環球研究基金,2021-09-15,18,19
駿利亨德森環球研究基金,2021-09-16,13,13
駿利亨德森環球研究基金,2021-09-17,13,31
駿利亨德森環球研究基金,2021-09-20,2,0
駿利亨德森環球研究基金,2021-09-21,61,29
駿利亨德森環球研究基金,2021-09-22,24,5
駿利亨德森環球研究基金,2021-09-23,28,6
駿利亨德森環球研究基金,2021-09-24,33,3
駿利亨德森環球研究基金,2021-09-27,30,18
駿利亨德森環球研究基金,2021-09-28,26,13
駿利亨德森環球研究基金,2021-09-29,29,12
駿利亨德森環球研究基金,2021-09-30,20,4
駿利亨德森環球研究基金,2021-10-01,23,2
駿利亨德森環球研究基金,2021-10-04,28,35
駿利亨德森環球研究基金,2021-10-05,19,24
駿利亨德森環球研究基金,2021-10-06,50,53
駿利亨德森環球研究基金,2021-10-07,35,11
駿利亨德森環球研究基金,2021-10-08,6,1
駿利亨德森環球研究基金,2021-10-11,0,0
駿利亨德森環球研究基金,2021-10-12,0,0
駿利亨德森環球研究基金,2021-10-13,0,0
駿利亨德森環球研究基金,2021-10-14,0,0
駿利亨德森環球研究基金,2021-10-15,0,0
駿利亨德森環球研究基金,2021-10-16,0,0
駿利亨德森環球研究基金,2021-10-18,0,0
駿利亨德森環球研究基金,2021-10-19,0,0
駿利亨德森環球研究基金,2021-10-20,0,0
駿利亨德森環球研究基金,2021-10-21,0,0
駿利亨德森環球研究基金,2021-10-22,0,0
駿利亨德森環球研究基金,2021-10-24,0,0
駿利亨德森環球研究基金,2021-10-25,0,0
駿利亨德森環球研究基金,2021-10-26,0,0
駿利亨德森環球研究基金,2021-10-27,0,0
駿利亨德森環球研究基金,2021-10-28,0,0
駿利亨德森環球研究基金,2021-10-29,0,0
駿利亨德森環球研究基金,2021-11-01,0,0
駿利亨德森環球研究基金,2021-11-02,0,0
駿利亨德森環球研究基金,2021-11-03,0,0
駿利亨德森環球研究基金,2021-11-04,0,0
駿利亨德森環球研究基金,2021-11-05,2,0
